chr	start	end	strand	pvalue	qvalue	meth.diff
284394	chr10	4727801	4728000	*	3.76990605343877e-08	1.39752759873401e-06	19.6955225608521
284407	chr10	4741601	4741800	*	1.45555583030568e-05	0.00033201922621787	15.8922558922559
284441	chr10	4755201	4755400	*	0.000526677444621216	0.00776606944511793	14.510246286896
284483	chr10	4787401	4787600	*	0.000285748494642993	0.00460360075391361	10.4483619093617
284512	chr10	4808201	4808400	*	3.32692602843064e-06	8.70696613657393e-05	16.3819402074436
284588	chr10	4851801	4852000	*	0.00152940699716537	0.0189682896536032	10.3059071729958
284662	chr10	4889001	4889200	*	2.33311417193741e-08	8.91583003254434e-07	14.333805218981
285359	chr10	5295001	5295200	*	1.67382915301464e-12	1.06105306349911e-10	30.4849522179432
285448	chr10	5342801	5343000	*	3.53910989590694e-06	9.21750634289058e-05	14.1205082390312
285557	chr10	5423401	5423600	*	0.00245028830081164	0.0278782608967109	13.7415019145112
285645	chr10	5473601	5473800	*	2.28727404376239e-08	8.75203495429653e-07	12.4665654594087
285958	chr10	5706801	5707000	*	1.1800676399992e-08	4.69836793620239e-07	23.5037017215235
286707	chr10	6402801	6403000	*	2.63941763731484e-15	2.16245553206234e-13	35.1966633841163
286873	chr10	6535201	6535400	*	0.000259460358955289	0.00423110663297873	11.6813650306749
287363	chr10	6860001	6860200	*	3.30930822391693e-08	1.2382821943679e-06	18.9004352073896
288441	chr10	7562601	7562800	*	0.000902252834820078	0.0122302104080686	12.0602678571429
288513	chr10	7625201	7625400	*	0.000877521825421368	0.0119395886538245	14.3884015594542
288642	chr10	7705001	7705200	*	2.83042158056616e-08	1.06849038948469e-06	12.5978954631706
288683	chr10	7729601	7729800	*	0.00030254112552143	0.00483313742646535	14.5651190835092
288839	chr10	7852601	7852800	*	0.000196482847891042	0.00332625582614082	12.9085325729327
289094	chr10	8043201	8043400	*	4.67469368160984e-25	7.24841834531549e-23	38.1578947368421
289492	chr10	8234201	8234400	*	0.000666309512833323	0.00946039206403308	11.3906093906094
290083	chr10	8617801	8618000	*	2.59573414913943e-07	8.36922700571287e-06	13.5694527906347
290120	chr10	8635401	8635600	*	7.70892394292276e-13	5.05627975599964e-11	23.7083292599472
290197	chr10	8696201	8696400	*	0.00267598505026461	0.0299551103493519	10.1153111353712
291189	chr10	9400601	9400800	*	5.01839426630991e-41	1.76349041297692e-38	40.6468531468531
291203	chr10	9412601	9412800	*	0.000552555416165341	0.00807947701326528	13.7056737588652
291223	chr10	9436401	9436600	*	1.05262450783258e-06	3.04089016220571e-05	15.2207486990096
291319	chr10	9514601	9514800	*	0.00030146872969373	0.004818445470527	11.8100909207325
291761	chr10	9804401	9804600	*	1.72042777784918e-05	0.000385448417481326	10.6077029822219
291857	chr10	9865801	9866000	*	4.87177370874117e-06	0.000123443043836654	12.3852022696316
292059	chr10	10001801	10002000	*	3.36867946518066e-06	8.80839627983607e-05	17.6852895589686
292085	chr10	10026401	10026600	*	5.25665370657462e-07	1.60263934617785e-05	23.4626865671642
292263	chr10	10187201	10187400	*	1.73735464699872e-06	4.81256450049484e-05	12.8736327607187
292432	chr10	10362801	10363000	*	0.000119686559101293	0.00216094121819656	15.5331155331155
292433	chr10	10363001	10363200	*	0.00034165637969725	0.00536783214536584	15.1819154628143
292669	chr10	10526601	10526800	*	4.08386016962791e-05	0.00083486409611082	11.9676549865229
292672	chr10	10531601	10531800	*	0.000766751920113208	0.0106516605068108	11.6120401337793
292810	chr10	10626401	10626600	*	6.57693584735909e-05	0.00127314327892319	13.8065088008104
292905	chr10	10705601	10705800	*	0.00111388620530535	0.0145864990767436	12.7014652014652
293208	chr10	10893801	10894000	*	4.93381937903337e-05	0.000986193100224856	11.2130407169572
293310	chr10	11001801	11002000	*	3.72369498581561e-05	0.000769032904883991	18.7715953771
293360	chr10	11029001	11029200	*	1.55614034036322e-06	4.34859630177684e-05	13.7433051102116
293410	chr10	11102201	11102400	*	4.45288912817934e-08	1.6344089352305e-06	16.2187187187187
293458	chr10	11163201	11163400	*	0.00060461153078012	0.00871451664919476	10.6060606060606
293604	chr10	11281401	11281600	*	8.73775531905971e-11	4.60448925754371e-09	14.4579979531436
293884	chr10	11527801	11528000	*	0.00230602716435306	0.0265480444348676	10.1318984185314
293977	chr10	11600801	11601000	*	2.40390486076425e-07	7.79738484047876e-06	17.607768298159
294240	chr10	11758401	11758600	*	0.000106977676220676	0.0019567254309478	12.4267912510818
294283	chr10	11804601	11804800	*	2.60993694406012e-29	5.03745704157036e-27	39.0757759667071
294421	chr10	11922601	11922800	*	5.52179042869904e-06	0.000138405611686551	12.8424603846467
294454	chr10	11961201	11961400	*	5.13864768261739e-08	1.86640630748856e-06	10.523456235012
294577	chr10	12063601	12063800	*	0.000503911690751476	0.00748293905874461	13.039762170197
294598	chr10	12081401	12081600	*	0.000468817557945455	0.0070384221542686	12.7067669172932
294673	chr10	12158001	12158200	*	1.72185139643679e-06	4.77452879484876e-05	11.9044067189784
294693	chr10	12176201	12176400	*	1.20658228883396e-08	4.79743541802115e-07	11.4376649588573
294709	chr10	12184401	12184600	*	1.94284822136435e-08	7.50787729090988e-07	18.02048790791
294756	chr10	12259001	12259200	*	2.56232351735962e-09	1.12277171617665e-07	16.139655703782
294832	chr10	12341201	12341400	*	3.75790822986575e-07	1.17632165744832e-05	10.1452467339771
294858	chr10	12357401	12357600	*	0.000164346344514403	0.00285165331131333	11.551089772146
294899	chr10	12392401	12392600	*	0.00118362377548386	0.0153375746416189	11.3612763145473
294969	chr10	12447401	12447600	*	4.45587311462546e-05	0.000901302691453165	10.8656145384983
294979	chr10	12454001	12454200	*	0.000114113724101981	0.00207096415890866	11.6639027086788
294991	chr10	12463801	12464000	*	8.4119311562261e-18	8.32675298417264e-16	32.15720469621
295284	chr10	12644001	12644200	*	3.98378407077883e-14	2.95125815983416e-12	32.6705718899027
295526	chr10	12755401	12755600	*	0.00184756220904389	0.0221543608903132	13.6845765953747
295538	chr10	12768201	12768400	*	5.10590509157049e-05	0.00101675565595707	11.2041992237591
295890	chr10	13006601	13006800	*	1.49207579473979e-06	4.184761812463e-05	11.0651089704174
295900	chr10	13027001	13027200	*	0.00300411297267473	0.0328532697883973	10.9866838950504
296021	chr10	13134801	13135000	*	4.92660240419308e-09	2.07766178405756e-07	14.6988981762918
296076	chr10	13159401	13159600	*	0.000223390316231488	0.00371848937721553	12.7096378146102
296082	chr10	13162201	13162400	*	1.33454252076917e-06	3.78197849653336e-05	19.7455752212389
296182	chr10	13274401	13274600	*	0.00136577002617635	0.0172660124866228	12.9636591478697
296189	chr10	13284601	13284800	*	0.000113809804777153	0.00206684083643895	16.9956140350877
296270	chr10	13364201	13364400	*	4.60128879152935e-09	1.94656365614445e-07	23.2902795226131
296276	chr10	13370001	13370200	*	3.66620561117621e-11	2.02124523072614e-09	20.9983717390535
296379	chr10	13470201	13470400	*	0.00466096883995092	0.0464901666927798	10.2760942760943
296477	chr10	13572401	13572600	*	1.7424597298244e-07	5.78065510341181e-06	23.1562754501855
296614	chr10	13668201	13668400	*	3.25543321399818e-05	0.000681555762426054	16.0862166761202
296640	chr10	13682801	13683000	*	8.71125606973073e-10	4.06214790225604e-08	18.1636798955235
296870	chr10	13854401	13854600	*	0.000136805317237851	0.00242851890100954	10.6819049436915
296876	chr10	13860401	13860600	*	0.00012567698317838	0.0022539928413724	14.5848988793413
296934	chr10	13906801	13907000	*	0.000897446232903947	0.012173792021901	11.3786398987159
297010	chr10	13948801	13949000	*	1.47869912299439e-06	4.15048542516341e-05	17.090395480226
297072	chr10	13985801	13986000	*	1.00236703012726e-06	2.90713315597754e-05	13.5469004264215
297124	chr10	14030201	14030400	*	0.000122028456395048	0.00219904861731364	12.1768280377604
297200	chr10	14152001	14152200	*	2.32173185087801e-05	0.000503690375315862	16.140350877193
297284	chr10	14235801	14236000	*	2.09896167689996e-07	6.8765644932312e-06	12.271544389951
297360	chr10	14301601	14301800	*	0.00146608261650471	0.018303691231496	10.6619142343728
297542	chr10	14470601	14470800	*	0.00491155146988764	0.0484180412753909	10.6783315366117
297555	chr10	14490201	14490400	*	9.23014679739789e-05	0.00171845442155655	12.2255990014381
297700	chr10	14647801	14648000	*	1.04268768980924e-08	4.19062053017541e-07	22.7931539588312
297753	chr10	14725201	14725400	*	1.48216946822721e-08	5.82583403290069e-07	18.3058798443414
297821	chr10	14824201	14824400	*	0.000176101043193559	0.00302610563188295	11.409830007391
297841	chr10	14844201	14844400	*	0.000307604405601391	0.004904390043982	14.7362943789943
297952	chr10	14956401	14956600	*	6.59255788002087e-06	0.000162386825310412	13.1713554987212
297957	chr10	14961201	14961400	*	4.5522060037353e-19	4.92041400790682e-17	32.5869742937597
297973	chr10	14976601	14976800	*	0.000477165461204733	0.0071425224757328	14.209373242147
298096	chr10	15146001	15146200	*	4.28810748042398e-09	1.82457838274851e-07	20.5503239163828
298198	chr10	15282801	15283000	*	5.22991268532025e-11	2.83120157514037e-09	20.5407444075148
298210	chr10	15289201	15289400	*	6.32909571076706e-06	0.000156517374465552	14.911001373146
298335	chr10	15380601	15380800	*	1.66209146290202e-06	4.62349294991528e-05	21.2076785632474
298435	chr10	15461601	15461800	*	0.002592840787973	0.0291683254604108	10.7191054559476
298455	chr10	15480401	15480600	*	6.20840695544597e-05	0.0012091167590506	19.8384728340676
298780	chr10	15801001	15801200	*	2.26832020266851e-18	2.33917636760999e-16	29.5798319327731
298875	chr10	15848001	15848200	*	0.000469400172208632	0.00704517200091786	12.0356127955784
298890	chr10	15867001	15867200	*	4.79346908166278e-07	1.47295358541044e-05	11.6624054543518
298939	chr10	15948601	15948800	*	4.26700486609459e-08	1.57135474434749e-06	21.1820652173913
299079	chr10	16098201	16098400	*	0.000772953224579805	0.0107239842481498	11.7822841632738
299080	chr10	16098801	16099000	*	5.21927153343453e-10	2.50646668440224e-08	29.0953008344313
299204	chr10	16271601	16271800	*	0.000244110747004483	0.00401196017527853	13.6458333333333
299303	chr10	16361801	16362000	*	4.54002036223753e-06	0.000115708025110142	19.5571095571096
299304	chr10	16364601	16364800	*	0.000822279682151187	0.0113011594574372	11.2063216857829
299465	chr10	16536601	16536800	*	5.61707286076232e-05	0.00110634806400343	12.4619474908607
299527	chr10	16596001	16596200	*	2.45079746884891e-08	9.34015553207284e-07	17.1256193741444
299581	chr10	16635601	16635800	*	1.39667021837547e-06	3.94283574680125e-05	16.158557103439
299583	chr10	16638401	16638600	*	5.2916966232739e-05	0.00104955085181705	14.6769256225697
299689	chr10	16736801	16737000	*	1.65688054070309e-24	2.49956927927058e-22	40.1119011190112
299810	chr10	16844801	16845000	*	0.00053967851127757	0.00792740356136946	10.991559418352
299829	chr10	16863601	16863800	*	2.12225355102431e-05	0.000465379828708779	10.7999329196713
299870	chr10	16901201	16901400	*	6.08727353716071e-08	2.18590719458577e-06	18.0645161290323
299956	chr10	17059201	17059400	*	0.00134812985268588	0.0170844261170542	13.4722222222222
300196	chr10	17294801	17295000	*	0.00341517223007746	0.0364005306710685	16.2698412698413
300286	chr10	17388001	17388200	*	1.26796894045051e-09	5.79645562471193e-08	15.5745659551791
300326	chr10	17469201	17469400	*	3.19715135219543e-07	1.01295207454555e-05	10.5608725872855
300522	chr10	17665601	17665800	*	1.06838236472277e-05	0.000251566220778707	16.3288656423668
300577	chr10	17757601	17757800	*	0.00100721883986449	0.013419603893802	12.8112601549216
300622	chr10	17795601	17795800	*	0.00175176077679239	0.0211974324277223	14.0245996316299
300642	chr10	17823201	17823400	*	0.000279852716022089	0.00452078114356582	11.4022085525828
300762	chr10	17967801	17968000	*	4.24346193190923e-07	1.31481796708545e-05	15.2316045401293
300858	chr10	18096401	18096600	*	0.00281284633885678	0.031167468173203	11.6488774383511
300863	chr10	18100601	18100800	*	0.00011796594939295	0.00213345002068512	11.7778545915428
300868	chr10	18105801	18106000	*	2.18607283389772e-05	0.000477948063699408	13.6661211129296
300956	chr10	18249201	18249400	*	6.63007249390048e-05	0.00128212423142472	14.532967032967
300963	chr10	18260601	18260800	*	8.78426721077247e-07	2.57236514795523e-05	18.9226266691055
301087	chr10	18439601	18439800	*	0.00190198771374549	0.0226849812811906	12.7608670586879
301254	chr10	18667801	18668000	*	4.61638663369892e-05	0.000929524770202152	14.611505391918
301356	chr10	18771201	18771400	*	2.8383243862896e-19	3.11370916337749e-17	32.9530082926542
301396	chr10	18865001	18865200	*	7.35800622113164e-05	0.00140706913976817	10.9384758775091
301414	chr10	18913001	18913200	*	1.44015552642218e-13	1.01458278619814e-11	18.2764355073018
301434	chr10	18937801	18938000	*	0.00082415835509156	0.0113212039736335	13.2924230099976
301441	chr10	18940801	18941000	*	0.000150003497421313	0.00263302551985955	16.942715652814
301450	chr10	18964601	18964800	*	0.00230890113777783	0.0265707229199814	11.4975666525603
301485	chr10	19041001	19041200	*	5.83313529226775e-10	2.78102220899126e-08	19.1994630719141
301500	chr10	19069001	19069200	*	0.000956697944332057	0.0128449173325164	16.8964076858814
301726	chr10	19431001	19431200	*	1.22010838814681e-07	4.15869652674273e-06	17.6739926739927
301815	chr10	19581001	19581200	*	5.35197804904708e-08	1.93844549041715e-06	20.9673323838859
301902	chr10	19677801	19678000	*	3.00027167743386e-06	7.93039406466441e-05	14.6794871794872
301938	chr10	19748401	19748600	*	8.90590227785164e-06	0.000213148865529226	12.5861682801185
301949	chr10	19763001	19763200	*	0.0014993711848947	0.0186594827115776	10.7142857142857
302085	chr10	19951601	19951800	*	3.58867928948343e-08	1.33463073138482e-06	18.5322723253758
302094	chr10	19967001	19967200	*	0.00045259519387729	0.00682912385540071	14.1129032258065
302126	chr10	20025401	20025600	*	2.98422427995166e-05	0.000630450557771636	11.7558247263494
302228	chr10	20221601	20221800	*	1.75261049237638e-23	2.49826503164612e-21	15.9262589928058
302240	chr10	20241401	20241600	*	0.00228054627917814	0.0263005884079588	11.1857771747963
302247	chr10	20259201	20259400	*	2.89401301934992e-05	0.000613477037248502	12.4931506849315
302287	chr10	20306001	20306200	*	0.002640880954765	0.0296281837389824	10.0902255639098
302414	chr10	20506201	20506400	*	0.000707405384006081	0.00995686056035873	12.0969922271038
302462	chr10	20533001	20533200	*	1.69745181421508e-05	0.000380828661184788	15.3374301801045
302470	chr10	20557201	20557400	*	5.44360136490151e-16	4.70681361652449e-14	31.4882535460993
302490	chr10	20585601	20585800	*	2.71461975088804e-17	2.58731503979785e-15	28.3919929779317
302780	chr10	20853601	20853800	*	1.37579700830662e-09	6.26281877415008e-08	27.1588827838828
302840	chr10	20915801	20916000	*	0.000120488340129568	0.00217385852763188	13.6085328122456
302913	chr10	21046401	21046600	*	0.000391568822443173	0.0060353475950643	11.95879900501
302934	chr10	21086801	21087000	*	0.000331870027427071	0.00523627175854826	14.1891891891892
303004	chr10	21155201	21155400	*	2.58011167381139e-06	6.90849558292554e-05	13.7162985327613
303023	chr10	21171001	21171200	*	1.69123111375325e-05	0.0003795910806332	13.0199606991416
303145	chr10	21327401	21327600	*	0.000193244462931967	0.0032786439613255	11.4213436751931
303209	chr10	21423801	21424000	*	9.90952107290922e-08	3.43521091053629e-06	19.1539237000959
303373	chr10	21620001	21620200	*	5.75158803967893e-05	0.00112960786893055	17.2803014908278
303436	chr10	21709201	21709400	*	4.08266479781024e-08	1.50793613258202e-06	16.5393518518518
303524	chr10	21801201	21801400	*	9.97866372275151e-05	0.00183997662817492	13.3639587362992
303550	chr10	21825201	21825400	*	0.00062439147344041	0.00895686622877271	10.1574774817995
303551	chr10	21825401	21825600	*	0.000214205338522651	0.00358368157246999	16.0543296533238
303573	chr10	21892401	21892600	*	0.000154985916736577	0.00271091515224048	14.9689440993789
303574	chr10	21892601	21892800	*	0.00311016486878626	0.0337538750998906	11.0727969348659
303595	chr10	21951801	21952000	*	0.000163349740959125	0.00283679682283665	12.6674088317647
303597	chr10	21956401	21956600	*	0.000491924973359735	0.00733086778621086	14.8291911829279
303598	chr10	21956801	21957000	*	2.33394972227837e-13	1.61366413224293e-11	18.6461385695233
303612	chr10	21972001	21972200	*	0.00235426742746194	0.02699286866834	11.8045112781955
303681	chr10	22103201	22103400	*	0.00170289240814194	0.0207130819855964	14.145877985726
303697	chr10	22126601	22126800	*	0.0041066789741517	0.0420931520653359	10.35294445373
303705	chr10	22157601	22157800	*	0.000510917234467132	0.00756819742103096	10.0374364610523
303805	chr10	22286401	22286600	*	2.8096081641224e-16	2.48516098502035e-14	34.7463193038148
303822	chr10	22329201	22329400	*	0.000183360697193776	0.00313463091874442	15.885847107438
303892	chr10	22510401	22510600	*	1.81484641747382e-06	5.00406772873998e-05	11.0074626865672
303904	chr10	22554401	22554600	*	0.000109008855942853	0.00198903871499252	17.4912891986063
304065	chr10	22878601	22878800	*	0.00503101490862188	0.0493234881080615	10.9715796430932
304067	chr10	22885201	22885400	*	0.000272698422940797	0.00441834792821161	10.6399621510803
304096	chr10	22907401	22907600	*	7.91182395239308e-09	3.23490125452063e-07	20.7672890895693
304109	chr10	22937401	22937600	*	0.000537972102222149	0.00790557068495578	11.4327893707856
304171	chr10	23053401	23053600	*	2.79017068420589e-05	0.000593487953806178	13.181388757676
304413	chr10	23292601	23292800	*	1.11186016890606e-05	0.000260738734695891	12.4200336700337
304429	chr10	23312201	23312400	*	0.00049352029092016	0.00735091456239868	14.3053250558322
304457	chr10	23352201	23352400	*	0.00065091192993373	0.0092759939275552	11.7197519184274
304585	chr11	44201	44400	*	0.000731144434780391	0.0102305977452369	12.5531170324451
304664	chr11	148601	148800	*	7.34403137894054e-06	0.000179231004800207	18.8035398230089
304670	chr11	172401	172600	*	0.000259664914630114	0.00423380171443697	18.6559139784946
304706	chr11	239401	239600	*	7.25489168248436e-05	0.00138932288271907	10.1725352112676
304736	chr11	287201	287400	*	5.90949052672153e-13	3.93025357795788e-11	19.9977712152449
304770	chr11	360601	360800	*	0.00326227311623509	0.0350746311776459	14.206662164223
304823	chr11	426001	426200	*	2.46812709320754e-07	7.9832710165883e-06	14.8165548098434
304830	chr11	428601	428800	*	6.88334752916564e-07	2.05062413189288e-05	10.4257291592384
304968	chr11	567201	567400	*	0.00177508168283702	0.0214298997445061	12.5919054490483
304995	chr11	609801	610000	*	1.95167482549574e-12	1.22994657408623e-10	20.6052372199579
305138	chr11	817001	817200	*	3.56652109815292e-07	1.12097113465393e-05	11.5370221225558
305314	chr11	952201	952400	*	9.00096704216072e-10	4.18818168948448e-08	10.9318063508589
305374	chr11	1012401	1012600	*	0.00235727812847048	0.0270130177253585	11.131850890007
305375	chr11	1013801	1014000	*	2.97785988515006e-05	0.000629352765232723	12.1808243209995
305402	chr11	1047401	1047600	*	0.00101765184432192	0.0135357362229054	12.3539101105969
305499	chr11	1150801	1151000	*	1.0205870766069e-05	0.000241490554313774	13.6779184247539
305526	chr11	1186201	1186400	*	0.000736827523554153	0.0102983484805096	10.5314685314685
305542	chr11	1256601	1256800	*	0.000737635887195507	0.0103084190967823	11.702014705492
305574	chr11	1342201	1342400	*	6.5544385602766e-08	2.34092286477745e-06	17.3487767946206
305697	chr11	1519201	1519400	*	0.000634295149224058	0.0090764002656068	11.583435432492
305811	chr11	1725401	1725600	*	6.53093481262491e-05	0.00126575432091513	14.4100765306122
305813	chr11	1727401	1727600	*	1.55854518224774e-07	5.2149303915621e-06	14.6976744186046
305814	chr11	1728001	1728200	*	9.71455217947164e-12	5.69886706289827e-10	28.6938040252453
305873	chr11	1818401	1818600	*	2.03419506664225e-05	0.000448075764569257	15.2042453412316
305944	chr11	1920801	1921000	*	1.03479912002595e-07	3.57520945829554e-06	16.7368330612596
306044	chr11	2100001	2100200	*	6.55855711308417e-05	0.00127021561028893	11.3620071684588
306070	chr11	2136201	2136400	*	3.64246313113185e-08	1.35354302107458e-06	18.6858579638752
306197	chr11	2331401	2331600	*	5.58467145117796e-05	0.00110090522374794	14.8196174686241
306218	chr11	2374401	2374600	*	0.00272787250444728	0.0304198469346807	13.3525815217391
306282	chr11	2468801	2469000	*	6.67116994918186e-12	3.98437429362598e-10	16.9391316736119
306326	chr11	2576801	2577000	*	1.93866823017429e-05	0.000429403708365413	14.3435635123615
306455	chr11	2762201	2762400	*	2.28449445327659e-05	0.000496543476432402	15.1025682442255
306458	chr11	2768801	2769000	*	0.000407207164332065	0.00624171596941339	11.1951113472779
306500	chr11	2846201	2846400	*	9.26206386836475e-09	3.74904142365974e-07	23.412204234122
306549	chr11	2930401	2930600	*	2.33856634619592e-15	1.92426029503694e-13	20.2469049981357
306755	chr11	3144601	3144800	*	8.51095433460505e-23	1.16887468735594e-20	22.5889850889851
306757	chr11	3145201	3145400	*	1.94590350775331e-07	6.40723317101222e-06	18.8432310723332
306758	chr11	3145401	3145600	*	2.01554908576592e-05	0.000444453097765925	12.6827067007132
306796	chr11	3201201	3201400	*	2.12918337305757e-19	2.35252851555014e-17	33.8235649546828
306829	chr11	3238001	3238200	*	1.68534449022199e-07	5.60613117622018e-06	18.8492885757701
306909	chr11	3348801	3349000	*	1.83098280715069e-13	1.27822008471094e-11	23.7517484643921
306914	chr11	3355001	3355200	*	1.47517498221686e-10	7.55925791119836e-09	20.5197698957675
307038	chr11	3520401	3520600	*	0.0012677480959055	0.0162183508491424	11.414204902577
307085	chr11	3599001	3599200	*	1.50816337386359e-06	4.22621560243367e-05	11.1612805798852
307184	chr11	3688001	3688200	*	2.58755257281607e-06	6.92539853786693e-05	11.2943096455228
307275	chr11	3828001	3828200	*	0.000418898151151385	0.00639680664285795	10.8611768832763
307340	chr11	3865201	3865400	*	5.60948702472732e-13	3.7384194298265e-11	25.1378855915658
307461	chr11	4007401	4007600	*	0.00331864350484658	0.0355663278483789	11.9344003161431
307752	chr11	4325601	4325800	*	1.41115864777661e-06	3.98060863729375e-05	14.1561331396607
307767	chr11	4344401	4344600	*	3.18384429282553e-05	0.000668038823468306	11.5799818341548
307782	chr11	4384001	4384200	*	0.000326508384454916	0.00516276234260363	13.0779039407371
307853	chr11	4441201	4441400	*	7.59008638747911e-40	2.51416081467659e-37	39.5403481246855
307943	chr11	4519001	4519200	*	6.46327832622067e-06	0.000159518430550181	17.1963616907437
308029	chr11	4672201	4672400	*	0.000283236541896344	0.00456905143798054	12.3719275893189
308031	chr11	4677201	4677400	*	0.000131420698149984	0.00234426049242457	10.7562421411892
308060	chr11	4730401	4730600	*	8.14118013375966e-11	4.30414659756008e-09	20.9932781512138
308073	chr11	4743801	4744000	*	3.41571886864816e-08	1.27529463064736e-06	21.7241379310345
308074	chr11	4744601	4744800	*	0.00226014086529695	0.0261183682312584	12.2209165687427
308075	chr11	4745001	4745200	*	1.30917139148848e-12	8.39107456790242e-11	20.3615080048201
308134	chr11	4803401	4803600	*	0.00336627726967689	0.0359700701904756	10.1682778374508
308251	chr11	5124601	5124800	*	2.04171438808463e-17	1.96158021637411e-15	28.6765014920355
308252	chr11	5125201	5125400	*	3.22661477369872e-15	2.62689904689153e-13	14.3529712254682
308366	chr11	5243001	5243200	*	3.58234453273888e-07	1.12561620466952e-05	12.8390214436726
308370	chr11	5245001	5245200	*	1.67396753386055e-05	0.000376186431202548	13.7994663032987
308429	chr11	5297201	5297400	*	8.44157649684805e-07	2.47784787764895e-05	21.4565984474241
308462	chr11	5337201	5337400	*	8.3500833406684e-06	0.000201036830925504	16.4393939393939
308477	chr11	5361601	5361800	*	0.00207467830245473	0.0243555954070839	10.3770036153894
308498	chr11	5417401	5417600	*	4.07881301532195e-30	8.2674059119814e-28	43.6688311688312
308499	chr11	5417601	5417800	*	4.69942012881622e-20	5.46506873937982e-18	36.6643656837155
308500	chr11	5418601	5418800	*	0.00031617401793409	0.00502232640975232	13.640893688731
308524	chr11	5463601	5463800	*	2.75821096914335e-08	1.04256984961928e-06	16.5322580645161
308543	chr11	5493201	5493400	*	1.9903554914497e-42	7.47349334200509e-40	36.0299358517463
308633	chr11	5567001	5567200	*	8.41446698927242e-10	3.9299874912194e-08	21.5507380942769
308663	chr11	5609201	5609400	*	5.5509544766988e-05	0.00109535780190556	12.5483405483405
308801	chr11	5764201	5764400	*	0.00246646193833716	0.0280326808008265	10.9564513366653
308959	chr11	6023401	6023600	*	1.05362289772487e-09	4.86334652205818e-08	17.3879123049575
308972	chr11	6036001	6036200	*	5.02661485802232e-05	0.0010028194006676	10.33608209639
309086	chr11	6123801	6124000	*	0.000677820888842068	0.00960064286102898	12.6453737692545
309271	chr11	6282601	6282800	*	7.57594423712382e-24	1.10326526958599e-21	39.3690476190476
309301	chr11	6301401	6301600	*	8.5120908273235e-06	0.000204586903133598	14.0462510448278
309437	chr11	6411001	6411200	*	1.34656396514636e-09	6.13320025874673e-08	20.3046594982079
309446	chr11	6421201	6421400	*	3.89294437074407e-09	1.66608582459834e-07	16.0843373493976
309447	chr11	6421801	6422000	*	1.05562228113527e-17	1.03668036708292e-15	25.7278850971441
309475	chr11	6569401	6569600	*	0.00174635583316076	0.0211399416756096	12.2680283970607
309476	chr11	6575601	6575800	*	9.05817915440506e-10	4.21177176312487e-08	25.7035796858806
309480	chr11	6584001	6584200	*	0.00289225774546392	0.031863907375781	14.2881114187432
309774	chr11	6757201	6757400	*	5.8404323617833e-22	7.67861020984579e-20	29.9143265111852
309809	chr11	6793801	6794000	*	0.00107001208001617	0.014115448504282	11.1303372977189
309817	chr11	6815201	6815400	*	1.36732808333332e-30	2.84824385386428e-28	39.2442369419317
309844	chr11	6837201	6837400	*	4.23321967601912e-06	0.00010860283668854	10.6536502546689
309851	chr11	6842801	6843000	*	0.000931448651759808	0.0125581019007919	14.8896334253055
309864	chr11	6850601	6850800	*	0.000438896049941312	0.00665160190828092	13.8996138996139
309914	chr11	6894401	6894600	*	0.000158295332509719	0.00276162945036395	12.4758135444151
309972	chr11	6965201	6965400	*	2.16999224153809e-05	0.000474689126891755	15.3199655879823
310034	chr11	7028001	7028200	*	0.0013942519393295	0.0175581075609523	11.541095890411
310046	chr11	7055801	7056000	*	6.01201505939332e-14	4.37461561241227e-12	26.7547897129049
310177	chr11	7194801	7195000	*	0.000172363255037439	0.00297161980905215	14.3924349881797
310300	chr11	7308001	7308200	*	0.00508014242215808	0.0496866881726337	10.9513274336283
310414	chr11	7376201	7376400	*	1.53843742864575e-06	4.30433475276225e-05	13.1008075744918
310586	chr11	7590401	7590600	*	4.27689132396071e-11	2.33799213998492e-09	28.9075098814229
310616	chr11	7633201	7633400	*	4.92540056413534e-05	0.000984632066110732	15.0377135587059
310650	chr11	7678401	7678600	*	2.66961802411814e-08	1.01144793536505e-06	15.2121212121212
310708	chr11	7745401	7745600	*	0.00140689209619285	0.0176821603286216	11.1324200913242
310829	chr11	7908401	7908600	*	0.000300749357639801	0.00480956315111046	11.8511290263744
310852	chr11	7936801	7937000	*	0.00127396812971491	0.016284391784276	13.5580372934459
310872	chr11	7966001	7966200	*	0.000312639463364629	0.00497313799515847	11.4803965750338
310882	chr11	7983401	7983600	*	0.000521071587497542	0.00769604544931243	10.2825745682889
311286	chr11	8226201	8226400	*	8.24113736988239e-08	2.89314921059774e-06	17.2044228084079
311337	chr11	8267201	8267400	*	0.00018066233147212	0.00309325532544347	18.3488795570255
311481	chr11	8332001	8332200	*	0.000259771422178887	0.00423532470255624	10.8538280063342
311515	chr11	8352001	8352200	*	4.88390459130612e-09	2.0609993791686e-07	23.7820512820513
311585	chr11	8432401	8432600	*	1.29103227969364e-10	6.66317936384044e-09	21.5438915292144
311664	chr11	8476601	8476800	*	4.68148483335267e-13	3.14589639589296e-11	23.4945423326929
311824	chr11	8586201	8586400	*	0.00288109054193988	0.0317603602296245	10.4332017311789
311900	chr11	8663401	8663600	*	2.38186474609887e-08	9.08923435680952e-07	17.2812899106003
312157	chr11	8857401	8857600	*	0.00014128932598683	0.00249919759082159	10.569696969697
