JAPONICA NIPPONBARE POSITIONS,ASSAY ID,ACCESSION,SUBPOPULATION,MISMATCH,25462764,25463321
"SRAU THMOR::IRGC 29904-1::[IRIS 313-11089]",IRIS 313-11089,IRGC 127824,ind3,0.0,A,A
"KEO LAI::IRGC 29969-2::[IRIS 313-11090]",IRIS 313-11090,IRGC 128076,ind3,0.0,A,A
"KHAO NON::IRGC 30051-1::[IRIS 313-11091]",IRIS 313-11091,IRGC 127515,indx,0.0,A,A
"KHAO PA SIEV::IRGC 30063-1::[IRIS 313-11092]",IRIS 313-11092,IRGC 127516,admix,0.0,A,A
"KHAO TAM::IRGC 30085-2::[IRIS 313-11093]",IRIS 313-11093,IRGC 128086,subtrop,0.0,A,A
"MAK BOUAP::IRGC 30106-3::[IRIS 313-11094]",IRIS 313-11094,IRGC 132274,subtrop,0.0,A,A
"MAK EA NAM::IRGC 30131-2::[IRIS 313-11095]",IRIS 313-11095,IRGC 128104,ind3,0.0,A,A
"CADUNG SO BLOC 1::IRGC 30231-1::[IRIS 313-11096]",IRIS 313-11096,IRGC 135743,ind3,0.0,A,A
"KALAGNON::IRGC 30335-1::[IRIS 313-11097]",IRIS 313-11097,IRGC 127478,indx,0.0,A,A
"KOLUBA::IRGC 30463-1::[IRIS 313-11098]",IRIS 313-11098,IRGC 134993,ind3,0.0,A,A
"THAO LOUANG::IRGC 29688-2::[IRIS 313-11081]",IRIS 313-11081,IRGC 128184,ind3,0.0,A,A
"PECALO::IRGC 30595-2::[IRIS 313-11099]",IRIS 313-11099,,ind2,0.0,A,A
"MAMON::IRGC 30792-1::[IRIS 313-11100]",IRIS 313-11100,,trop,0.0,A,A
"Y 115::IRGC 30856-2::[IRIS 313-11101]",IRIS 313-11101,IRGC 128202,indx,0.0,A,A
"D 1-39::IRGC 30868-1::[IRIS 313-11102]",IRIS 313-11102,,trop,0.0,A,A
"D 1-147::IRGC 30894-2::[IRIS 313-11103]",IRIS 313-11103,IRGC 132329,trop,0.0,A,A
"D 3-102::IRGC 30972-1::[IRIS 313-11104]",IRIS 313-11104,IRGC 131978,trop,0.0,A,A
"D 3-130::IRGC 30986-2::[IRIS 313-11105]",IRIS 313-11105,IRGC 132247,trop,0.0,,A
"D 4-193::IRGC 31083-2::[IRIS 313-11106]",IRIS 313-11106,IRGC 132330,trop,0.0,A,A
"ZANTON::IRGC 31248-1::[IRIS 313-11107]",IRIS 313-11107,IRGC 132055,trop,0.0,A,A
"B 12::IRGC 31293-1::[IRIS 313-11108]",IRIS 313-11108,IRGC 127194,ind3,0.0,A,A
"EA DAM HANG DOK::IRGC 29698-2::[IRIS 313-11082]",IRIS 313-11082,IRGC 128036,ind3,0.0,A,A
"B 106::IRGC 31352-1::[IRIS 313-11109]",IRIS 313-11109,IRGC 128231,trop,0.0,A,A
"SAITA::IRGC 31618-1::[IRIS 313-11111]",IRIS 313-11111,IRGC 127778,aus,0.0,A,A
"BIRUI SAIL::IRGC 31745-2::[IRIS 313-11114]",IRIS 313-11114,IRGC 132305,ind2,0.0,A,A
"KORTIK KAIKA::IRGC 31841-1::[IRIS 313-11116]",IRIS 313-11116,IRGC 127532,aus,0.0,A,A
"KAYELI KUNING::IRGC 31974-1::[IRIS 313-11117]",IRIS 313-11117,IRGC 127502,trop,0.0,A,A
"SOC NAU (BIEN THE)::IRGC 32074-1::[IRIS 313-11118]",IRIS 313-11118,IRGC 135797,ind3,0.0,A,A
"EA TIA::IRGC 29713-2::[IRIS 313-11083]",IRIS 313-11083,IRGC 132248,ind3,0.0,A,A
"GURULEY::IRGC 32441-1::[IRIS 313-11120]",IRIS 313-11120,IRGC 127396,ind2,0.0,A,A
"GBRA::IRGC 32474-2::[IRIS 313-11121]",IRIS 313-11121,IRGC 132249,trop,0.0,A,A
"IR 1813-694-2::IRGC 32656-2::[IRIS 313-11122]",IRIS 313-11122,IRGC 128059,ind1B,0.0,A,A
"BAZAIL 975::IRGC 32816-2::[IRIS 313-11123]",IRIS 313-11123,IRGC 127990,aus,0.0,A,A
"BAZAIL 980::IRGC 32817-2::[IRIS 313-11124]",IRIS 313-11124,IRGC 127991,admix,0.0,A,A
"ANBAW::IRGC 32932-2::[IRIS 313-11126]",IRIS 313-11126,IRGC 127926,indx,0.0,A,A
"BUBAW::IRGC 32989-2::[IRIS 313-11127]",IRIS 313-11127,IRGC 132307,subtrop,0.0,A,A
"GOKAUNG::IRGC 33079-2::[IRIS 313-11128]",IRIS 313-11128,IRGC 128045,indx,0.0,A,A
"KABIN::IRGC 29752-1::[IRIS 313-11084]",IRIS 313-11084,,ind3,0.0,A,A
"HAORU::IRGC 33090-2::[IRIS 313-11129]",IRIS 313-11129,IRGC 128051,indx,0.0,A,A
"HTAWPATT::IRGC 33125-2::[IRIS 313-11130]",IRIS 313-11130,IRGC 128055,indx,0.0,,A
"KALAI::IRGC 33151-2::[IRIS 313-11131]",IRIS 313-11131,IRGC 132254,indx,0.0,A,A
"KALALAN::IRGC 33154-2::[IRIS 313-11132]",IRIS 313-11132,IRGC 128065,indx,0.0,A,A
"LWANKHAN::IRGC 33330-1::[IRIS 313-11133]",IRIS 313-11133,IRGC 127582,ind3,0.0,A,A
"MANSAT 3::IRGC 33341-1::[IRIS 313-11134]",IRIS 313-11134,IRGC 135771,indx,0.0,A,A
"MAUNG NYO::IRGC 33351-2::[IRIS 313-11135]",IRIS 313-11135,IRGC 128108,ind3,0.0,A,A
"NGAKWE THETYIN::IRGC 33477-2::[IRIS 313-11136]",IRIS 313-11136,IRGC 128117,admix,0.0,A,A
"NGALONGYI::IRGC 33479-2::[IRIS 313-11137]",IRIS 313-11137,IRGC 128118,indx,0.0,A,A
"NGASEIN THEEDAT (C 30)::IRGC 33504-2::[IRIS 313-11138]",IRIS 313-11138,IRGC 128119,ind3,0.0,A,A
"KHAO HAE::IRGC 29773-3::[IRIS 313-11085]",IRIS 313-11085,IRGC 132273,indx,0.0,A,A
"NWACHI MANINE::IRGC 33531-2::[IRIS 313-11139]",IRIS 313-11139,IRGC 128120,indx,0.0,A,A
"PADAN::IRGC 33544-2::[IRIS 313-11140]",IRIS 313-11140,IRGC 128123,ind3,0.0,A,A
"SHWENI::IRGC 33686-2::[IRIS 313-11141]",IRIS 313-11141,IRGC 128161,indx,0.0,A,A
"SHWEPULAY::IRGC 33696-2::[IRIS 313-11142]",IRIS 313-11142,IRGC 128162,ind3,0.0,A,A
"TANBAUNG::IRGC 33732-2::[IRIS 313-11143]",IRIS 313-11143,IRGC 128180,indx,0.0,,A
"TAUNGDI::IRGC 33746-2::[IRIS 313-11144]",IRIS 313-11144,IRGC 128181,indx,0.0,A,A
"THAKADE THEEDAT::IRGC 33772-2::[IRIS 313-11145]",IRIS 313-11145,IRGC 128183,ind3,0.0,A,A
"THEEDAT NGASEIN::IRGC 33779-2::[IRIS 313-11146]",IRIS 313-11146,IRGC 128185,indx,0.0,A,A
"TYB 11::IRGC 33821-2::[IRIS 313-11147]",IRIS 313-11147,IRGC 128198,indx,0.0,A,A
"YEBAW::IRGC 33875-2::[IRIS 313-11148]",IRIS 313-11148,IRGC 128203,ind3,0.0,A,A
"KHAO THAMA::IRGC 29838-2::[IRIS 313-11086]",IRIS 313-11086,IRGC 128087,ind3,0.0,A,A
"YODAYA::IRGC 33901-2::[IRIS 313-11149]",IRIS 313-11149,IRGC 128204,ind3,0.0,A,A
"ZEINGYI::IRGC 33923-2::[IRIS 313-11150]",IRIS 313-11150,IRGC 128206,ind3,0.0,A,A
"E 21::IRGC 33929-2::[IRIS 313-11151]",IRIS 313-11151,IRGC 128035,ind3,0.0,A,A
"AC 74::IRGC 33967-1::[IRIS 313-11152]",IRIS 313-11152,IRGC 127103,ind1A,0.0,A,A
"CT 45::IRGC 34027-2::[IRIS 313-11153]",IRIS 313-11153,IRGC 128517,temp,0.0,A,A
"DHARIAL::IRGC 34034-1::[IRIS 313-11154]",IRIS 313-11154,IRGC 127318,aus,0.0,A,A
"K 113::IRGC 34107-1::[IRIS 313-11155]",IRIS 313-11155,IRGC 128326,temp,0.0,A,A
"KHUDWANI ACC 202::IRGC 34154-1::[IRIS 313-11156]",IRIS 313-11156,IRGC 127522,japx,0.0,A,A
"T KAUG PAO::IRGC 34182-1::[IRIS 313-11157]",IRIS 313-11157,IRGC 127863,ind1A,0.0,A,A
"NAN ERH AI 5::IRGC 34255-1::[IRIS 313-11158]",IRIS 313-11158,IRGC 127644,ind1A,0.0,A,A
"PONG SANG A::IRGC 29881-2::[IRIS 313-11087]",IRIS 313-11087,,ind3,0.0,A,A
"HYB 5-2-1-1-4::IRGC 34283-2::[IRIS 313-11159]",IRIS 313-11159,IRGC 132251,trop,0.0,A,A
"B 38::IRGC 34409-1::[IRIS 313-11160]",IRIS 313-11160,IRGC 127195,ind3,0.0,A,A
"SADU::IRGC 34514-2::[IRIS 313-11161]",IRIS 313-11161,IRGC 132266,trop,0.0,A,A
"SABRAN::IRGC 34630-1::[IRIS 313-11162]",IRIS 313-11162,IRGC 127775,ind1B,0.0,A,A
"BAK TULSI::IRGC 34831-1::[IRIS 313-11164]",IRIS 313-11164,IRGC 127205,aus,0.0,A,A
"BHUT MURI::IRGC 34861-1::[IRIS 313-11166]",IRIS 313-11166,IRGC 127224,aus,0.0,A,A
"DUBRAJ::IRGC 34904-1::[IRIS 313-11167]",IRIS 313-11167,IRGC 127343,ind2,0.0,A,A
"SRAU KHSAI::IRGC 29896-2::[IRIS 313-11088]",IRIS 313-11088,IRGC 128170,ind3,0.0,A,A
"KANAI BASHI::IRGC 34967-1::[IRIS 313-11169]",IRIS 313-11169,IRGC 131997,aus,0.0,A,
"M 142::IRGC 35054-1::[IRIS 313-11171]",IRIS 313-11171,IRGC 127583,aus,0.0,A,A
"CEMPO CINA::IRGC 35581-2::[IRIS 313-11182]",IRIS 313-11182,IRGC 128009,ind3,0.0,A,A
"KETAN LEMBAYUNGAN::IRGC 35745-2::[IRIS 313-11183]",IRIS 313-11183,IRGC 132311,trop,0.0,A,A
"PAIZ AMBARBU::IRGC 36179-1::[IRIS 313-11189]",IRIS 313-11189,IRGC 128424,admix,0.0,A,A
"BKN 7130-1017-2::IRGC 36531-2::[IRIS 313-11192]",IRIS 313-11192,IRGC 127997,ind3,0.0,A,A
"KHAO PAH 8-5-38::IRGC 36587-1::[IRIS 313-11194]",IRIS 313-11194,IRGC 135760,ind3,0.0,A,A
"KHAW KAR 13::IRGC 36711-1::[IRIS 313-11195]",IRIS 313-11195,IRGC 128344,subtrop,0.0,A,A
"DICULA::IRGC 36729-2::[IRIS 313-11196]",IRIS 313-11196,IRGC 132333,ind3,0.0,A,A
"K 17-9-1-1::IRGC 36778-1::[IRIS 313-11197]",IRIS 313-11197,IRGC 127471,indx,0.0,A,A
"K 78-13::IRGC 36794-2::[IRIS 313-11198]",IRIS 313-11198,IRGC 132425,temp,0.0,A,A
"SYNTHETIC SATIVA::IRGC 36842-2::[IRIS 313-11199]",IRIS 313-11199,IRGC 128176,indx,0.0,A,A
"BR 52-87-1::IRGC 36849-2::[IRIS 313-11200]",IRIS 313-11200,IRGC 128002,ind1B,0.0,A,A
"CHING HSI 15::IRGC 36852-1::[IRIS 313-11201]",IRIS 313-11201,IRGC 135564,temp,0.0,A,A
"4583::IRGC 36894-2::[IRIS 313-11202]",IRIS 313-11202,IRGC 127920,temp,0.0,A,A
"GOCHIAGARI::IRGC 37086-2::[IRIS 313-11203]",IRIS 313-11203,IRGC 128044,ind2,0.0,A,A
"KARTIKHAMA::IRGC 37149-2::[IRIS 313-11204]",IRIS 313-11204,IRGC 128072,indx,0.0,A,A
"KAZALSAIL::IRGC 37161-2::[IRIS 313-11205]",IRIS 313-11205,IRGC 128075,ind2,0.0,A,A
"KUMRI::IRGC 37182-2::[IRIS 313-11206]",IRIS 313-11206,IRGC 128092,indx,0.0,A,A
"PAIRJAT::IRGC 37252-2::[IRIS 313-11207]",IRIS 313-11207,IRGC 128126,ind2,0.0,A,A
"PARIJAT::IRGC 37272-2::[IRIS 313-11208]",IRIS 313-11208,IRGC 128129,indx,0.0,A,A
"KADAMSAIL::IRGC 37468-2::[IRIS 313-11211]",IRIS 313-11211,IRGC 128063,ind2,0.0,A,A
"SXC 216::IRGC 35175-1::[IRIS 313-11176]",IRIS 313-11176,IRGC 127831,indx,0.0,A,A
"KALOBONA::IRGC 37478-2::[IRIS 313-11212]",IRIS 313-11212,IRGC 132309,ind2,0.0,A,A
"SHITTA AMAN::IRGC 37596-1::[IRIS 313-11214]",IRIS 313-11214,IRGC 127799,aus,0.0,A,A
"KHAMA 1183::IRGC 37685-2::[IRIS 313-11216]",IRIS 313-11216,IRGC 128082,aus,0.0,A,A
"BADSHABHOG 4-60::IRGC 37793-2::[IRIS 313-11218]",IRIS 313-11218,IRGC 127982,aro,0.0,A,A
"BLACK 28-564::IRGC 37815-2::[IRIS 313-11219]",IRIS 313-11219,IRGC 127998,ind2,0.0,A,A
"CHITRAJ 14-134::IRGC 37837-2::[IRIS 313-11220]",IRIS 313-11220,IRGC 128015,ind2,0.0,A,A
"CYLINDRICAL 30-605::IRGC 37845-2::[IRIS 313-11221]",IRIS 313-11221,IRGC 128022,ind2,0.0,A,A
"DELI POCONG::IRGC 35265-1::[IRIS 313-11177]",IRIS 313-11177,IRGC 127309,indx,0.0,A,A
"DUDHSWAR 15-157::IRGC 37967-2::[IRIS 313-11222]",IRIS 313-11222,IRGC 132308,ind2,0.0,A,A
"OVAL RED 29 B 601::IRGC 38130-2::[IRIS 313-11223]",IRIS 313-11223,IRGC 128122,aro,0.0,A,A
"PATNAI 31-679::IRGC 38149-2::[IRIS 313-11224]",IRIS 313-11224,IRGC 128130,ind2,0.0,A,A
"SADAJIRA (DEEP STRAW) 16-194::IRGC 38251-2::[IRIS 313-11225]",IRIS 313-11225,IRGC 132265,indx,0.0,A,A
"SADAJIRA 19-258::IRGC 38293-2::[IRIS 313-11226]",IRIS 313-11226,IRGC 128153,ind2,0.0,A,A
"SADAJIRA 19-317::IRGC 38344-2::[IRIS 313-11227]",IRIS 313-11227,IRGC 128154,ind2,0.0,A,A
"SADAJIRA 19-339::IRGC 38361-2::[IRIS 313-11228]",IRIS 313-11228,IRGC 128155,ind2,0.0,A,A
"STRAW 23-428::IRGC 38416-2::[IRIS 313-11229]",IRIS 313-11229,IRGC 128171,ind2,0.0,A,A
"STRAW 23-438::IRGC 38426-2::[IRIS 313-11230]",IRIS 313-11230,IRGC 128172,ind2,0.0,A,A
"STRAW 23-471::IRGC 38456-1::[IRIS 313-11231]",IRIS 313-11231,IRGC 135799,ind2,0.0,A,A
"RUJAK DANAN::IRGC 35446-2::[IRIS 313-11178]",IRIS 313-11178,IRGC 128152,ind3,0.0,A,A
"R 146::IRGC 38606-1::[IRIS 313-11232]",IRIS 313-11232,IRGC 128442,aus,0.0,A,A
"SPR 7284-57-5::IRGC 38649-1::[IRIS 313-11233]",IRIS 313-11233,IRGC 127823,ind1B,0.0,A,A
"LIGUNGTUNG::IRGC 38786-1::[IRIS 313-11234]",IRIS 313-11234,IRGC 127563,indx,0.0,A,A
"PINILING DANIEL::IRGC 38828-2::[IRIS 313-11235]",IRIS 313-11235,IRGC 128137,indx,0.0,A,A
"LIONG ORN::IRGC 38875-2::[IRIS 313-11236]",IRIS 313-11236,IRGC 128523,ind3,0.0,A,A
"TAICHUNG SEN YU 214::IRGC 38899-1::[IRIS 313-11237]",IRIS 313-11237,IRGC 127835,ind1B,0.0,A,A
"IAC 1132::IRGC 39052-1::[IRIS 313-11238]",IRIS 313-11238,,trop,0.0,A,A
"B 737 G-KN-23-1::IRGC 39203-2::[IRIS 313-11239]",IRIS 313-11239,IRGC 127978,indx,0.0,A,A
"CR 157-392-4::IRGC 39247-2::[IRIS 313-11240]",IRIS 313-11240,IRGC 128020,indx,0.0,A,A
"BR 116-3B-53::IRGC 39559-2::[IRIS 313-11241]",IRIS 313-11241,IRGC 128001,ind2,0.0,A,A
"SI OMPAN LAMA::IRGC 35481-1::[IRIS 313-11179]",IRIS 313-11179,IRGC 127810,ind3,0.0,A,A
"OR 117-8::IRGC 39680-2::[IRIS 313-11242]",IRIS 313-11242,IRGC 128121,ind2,0.0,A,A
"W 1014-162::IRGC 39871-1::[IRIS 313-11244]",IRIS 313-11244,,indx,0.0,A,A
"RP 20-12::IRGC 40031-2::[IRIS 313-11245]",IRIS 313-11245,IRGC 128151,indx,0.0,A,A
"7516-14::IRGC 40090-3::[IRIS 313-11246]",IRIS 313-11246,IRGC 132271,temp,0.0,A,A
"RP 1153-20-14::IRGC 40131-2::[IRIS 313-11247]",IRIS 313-11247,IRGC 132431,indx,0.0,A,A
"NIAW KHAMIN::IRGC 40222-1::[IRIS 313-11248]",IRIS 313-11248,IRGC 127676,trop,0.0,A,A
"IR 4535-PP 23-6-8-1::IRGC 40402-2::[IRIS 313-11249]",IRIS 313-11249,IRGC 132341,indx,0.0,A,A
"IR 9560-2-6-3::IRGC 40451-1::[IRIS 313-11250]",IRIS 313-11250,IRGC 127441,ind1B,0.0,A,A
"IR 4500-5-1-1::IRGC 40552-2::[IRIS 313-11251]",IRIS 313-11251,IRGC 132340,ind1B,0.0,A,A
"SIPULUIK ARANG::IRGC 35488-2::[IRIS 313-11180]",IRIS 313-11180,IRGC 128166,ind3,0.0,A,A
"ADR 52::IRGC 40638-2::[IRIS 313-11252]",IRIS 313-11252,,indx,0.0,A,A
"SML CAMPONI::IRGC 40642-1::[IRIS 313-11253]",IRIS 313-11253,,indx,0.0,A,A
"TIEN SOM::IRGC 40759-2::[IRIS 313-11254]",IRIS 313-11254,IRGC 128186,ind3,0.0,A,A
"ARC 7056::IRGC 40914-1::[IRIS 313-11255]",IRIS 313-11255,IRGC 127167,indx,0.0,A,A
"ARC 12411::IRGC 41047-2::[IRIS 313-11256]",IRIS 313-11256,IRGC 127941,indx,0.0,A,A
"ARC 12757::IRGC 41095-2::[IRIS 313-11257]",IRIS 313-11257,IRGC 127944,indx,0.0,A,A
"ARC 13502::IRGC 41126-2::[IRIS 313-11258]",IRIS 313-11258,IRGC 127948,aro,0.0,A,A
"ARC 13515::IRGC 41134-2::[IRIS 313-11259]",IRIS 313-11259,IRGC 127949,aro,0.0,A,A
"ARC 13591::IRGC 41177-2::[IRIS 313-11260]",IRIS 313-11260,IRGC 127950,indx,0.0,A,A
"ARC 13785::IRGC 41218-2::[IRIS 313-11261]",IRIS 313-11261,IRGC 127951,indx,0.0,A,A
"TAMBA PERAK::IRGC 35534-2::[IRIS 313-11181]",IRIS 313-11181,IRGC 128179,ind3,0.0,A,A
"ARC 13888::IRGC 41288-2::[IRIS 313-11262]",IRIS 313-11262,IRGC 127952,indx,0.0,A,A
"ARC 13919::IRGC 41313-2::[IRIS 313-11263]",IRIS 313-11263,IRGC 127953,indx,0.0,A,A
"ARC 13934::IRGC 41325-2::[IRIS 313-11264]",IRIS 313-11264,IRGC 132241,indx,0.0,A,A
"ARC 14347::IRGC 41517-2::[IRIS 313-11266]",IRIS 313-11266,IRGC 127955,indx,0.0,A,A
"ARC 14975::IRGC 41848-1::[IRIS 313-11275]",IRIS 313-11275,IRGC 127156,indx,0.0,A,A
"ARC 15063::IRGC 41909-2::[IRIS 313-11276]",IRIS 313-11276,IRGC 132319,indx,0.0,A,A
"ARC 15319::IRGC 42007-1::[IRIS 313-11278]",IRIS 313-11278,,indx,0.0,A,A
"ARC 15455::IRGC 42040-2::[IRIS 313-11279]",IRIS 313-11279,IRGC 127967,indx,0.0,A,A
"ARC 15486::IRGC 42055-1::[IRIS 313-11280]",IRIS 313-11280,IRGC 135735,indx,0.0,A,A
"ARC 15505::IRGC 42066-1::[IRIS 313-11281]",IRIS 313-11281,IRGC 131967,ind1A,0.0,A,A
"ARC 15589::IRGC 42096-2::[IRIS 313-11282]",IRIS 313-11282,IRGC 132243,ind2,0.0,A,A
"ARC 15743::IRGC 42127-2::[IRIS 313-11283]",IRIS 313-11283,IRGC 132320,indx,0.0,A,A
"ARC 18001::IRGC 42195-2::[IRIS 313-11284]",IRIS 313-11284,IRGC 135638,indx,0.0,A,A
"ARC 14358::IRGC 41523-2::[IRIS 313-11267]",IRIS 313-11267,IRGC 127956,ind2,0.0,A,A
"ARC 18064::IRGC 42237-1::[IRIS 313-11285]",IRIS 313-11285,,ind2,0.0,A,A
"ARC 18325::IRGC 42399-1::[IRIS 313-11286]",IRIS 313-11286,IRGC 135736,indx,0.0,A,A
"ARC 18371::IRGC 42423-2::[IRIS 313-11287]",IRIS 313-11287,IRGC 127969,indx,0.0,A,A
"ARC 18434::IRGC 42429-2::[IRIS 313-11288]",IRIS 313-11288,IRGC 127970,indx,0.0,A,A
"ARC 18578::IRGC 42459-2::[IRIS 313-11289]",IRIS 313-11289,IRGC 127971,aro,0.0,A,A
"ARC 6579::IRGC 42510-1::[IRIS 313-11290]",IRIS 313-11290,IRGC 127165,admix,0.0,A,A
"ARC 10120::IRGC 42557-2::[IRIS 313-11292]",IRIS 313-11292,IRGC 127929,indx,0.0,A,A
"ARC 10975::IRGC 42611-2::[IRIS 313-11293]",IRIS 313-11293,IRGC 127934,aro,0.0,A,A
"ARC 11245::IRGC 42651-2::[IRIS 313-11294]",IRIS 313-11294,IRGC 127936,ind2,0.0,A,A
"ARC 14398::IRGC 41544-2::[IRIS 313-11268]",IRIS 313-11268,IRGC 127957,aro,0.0,A,A
"ARC 11397::IRGC 42664-1::[IRIS 313-11295]",IRIS 313-11295,IRGC 127137,admix,0.0,A,A
"ARC 12800::IRGC 42720-2::[IRIS 313-11296]",IRIS 313-11296,IRGC 127945,indx,0.0,A,A
"ARC 13460::IRGC 42732-2::[IRIS 313-11297]",IRIS 313-11297,IRGC 127947,admix,0.0,A,A
"ARC 13544::IRGC 42743-1::[IRIS 313-11298]",IRIS 313-11298,IRGC 127152,aus,0.0,A,A
"ARC 14299::IRGC 42889-2::[IRIS 313-11299]",IRIS 313-11299,IRGC 127954,indx,0.0,A,A
"ARC 14868::IRGC 43009-2::[IRIS 313-11301]",IRIS 313-11301,IRGC 127963,ind2,0.0,A,A
"ARC 14899::IRGC 43016-1::[IRIS 313-11302]",IRIS 313-11302,IRGC 127154,indx,0.0,A,A
"ARC 15097::IRGC 43053-1::[IRIS 313-11303]",IRIS 313-11303,IRGC 128228,indx,0.0,A,A
"ARC 15163::IRGC 43106-1::[IRIS 313-11304]",IRIS 313-11304,IRGC 127158,indx,0.0,A,A
"ARC 14632::IRGC 41650-2::[IRIS 313-11269]",IRIS 313-11269,IRGC 127958,indx,0.0,A,A
"ARC 15373::IRGC 43166-2::[IRIS 313-11305]",IRIS 313-11305,IRGC 127964,indx,0.0,A,A
"ARC 15385::IRGC 43174-1::[IRIS 313-11306]",IRIS 313-11306,IRGC 127159,indx,0.0,A,A
"ARC 15387::IRGC 43175-2::[IRIS 313-11307]",IRIS 313-11307,IRGC 127965,indx,0.0,A,A
"ARC 15403::IRGC 43183-2::[IRIS 313-11308]",IRIS 313-11308,IRGC 127966,ind2,0.0,A,A
"ARC 15862::IRGC 43242-1::[IRIS 313-11309]",IRIS 313-11309,IRGC 128229,indx,0.0,A,A
"ARC 15929::IRGC 43269-2::[IRIS 313-11310]",IRIS 313-11310,IRGC 127968,ind2,0.0,A,A
"CICIH KAPUK::IRGC 43377-1::[IRIS 313-11311]",IRIS 313-11311,IRGC 135745,trop,0.0,A,A
"PADI HITAM::IRGC 43496-1::[IRIS 313-11312]",IRIS 313-11312,IRGC 135781,ind3,0.0,A,A
"PADI RENDAH::IRGC 43515-1::[IRIS 313-11313]",IRIS 313-11313,IRGC 128420,trop,0.0,A,A
"PELAU::IRGC 43538-2::[IRIS 313-11314]",IRIS 313-11314,IRGC 132379,trop,0.0,A,A
"ARC 14663::IRGC 41671-2::[IRIS 313-11270]",IRIS 313-11270,IRGC 127959,aro,0.0,A,A
"PENDEK LAYUNG::IRGC 43542-2::[IRIS 313-11315]",IRIS 313-11315,IRGC 128131,ind3,0.0,A,A
"RANTAT::IRGC 43563-1::[IRIS 313-11316]",IRIS 313-11316,IRGC 135790,ind3,0.0,A,A
"SI RANTING::IRGC 43645-2::[IRIS 313-11317]",IRIS 313-11317,IRGC 128167,ind3,0.0,A,A
"TUBU::IRGC 43677-2::[IRIS 313-11318]",IRIS 313-11318,IRGC 128195,ind3,0.0,A,A
"KENCANA RANDAH::IRGC 43709-2::[IRIS 313-11319]",IRIS 313-11319,,ind3,0.0,A,A
"MAYAS PUTIH::IRGC 43727-2::[IRIS 313-11320]",IRIS 313-11320,,ind3,0.0,A,A
"GANDHISAIL::IRGC 43826-2::[IRIS 313-11321]",IRIS 313-11321,IRGC 128043,ind2,0.0,A,A
"BLM 70::IRGC 43989-1::[IRIS 313-11325]",IRIS 313-11325,IRGC 135739,indx,0.0,A,A
"BR 51-115-4::IRGC 43999-1::[IRIS 313-11326]",IRIS 313-11326,IRGC 127237,indx,0.0,A,A
"JAO' HAWN MAE JAN::IRGC 44022-2::[IRIS 313-11327]",IRIS 313-11327,IRGC 128061,ind3,0.0,A,A
"PADI BURIH::IRGC 44081-1::[IRIS 313-11328]",IRIS 313-11328,IRGC 127699,trop,0.0,A,A
"PADI JALAI BELA::IRGC 44084-1::[IRIS 313-11329]",IRIS 313-11329,IRGC 127701,trop,0.0,A,A
"ALAMINOS::IRGC 44268-2::[IRIS 313-11330]",IRIS 313-11330,IRGC 132236,ind3,0.0,A,A
"AMPIPIT::IRGC 44272-2::[IRIS 313-11331]",IRIS 313-11331,IRGC 132237,ind3,0.0,A,A
"DINGRAS::IRGC 44402-1::[IRIS 313-11334]",IRIS 313-11334,,ind3,0.0,A,A
"INANUPAN::IRGC 44461-2::[IRIS 313-11335]",IRIS 313-11335,IRGC 132339,ind2,0.0,A,A
"IREQUIN::IRGC 44476-2::[IRIS 313-11336]",IRIS 313-11336,IRGC 128519,temp,0.0,A,A
"LAWA AN::IRGC 44544-2::[IRIS 313-11337]",IRIS 313-11337,IRGC 132255,trop,0.0,A,A
"LOBANG (WHITE)::IRGC 44548-2::[IRIS 313-11338]",IRIS 313-11338,IRGC 128097,indx,0.0,A,A
"MILAGROSA::IRGC 44634-2::[IRIS 313-11339]",IRIS 313-11339,IRGC 128109,ind2,0.0,A,A
"MINANOK::IRGC 44637-2::[IRIS 313-11340]",IRIS 313-11340,IRGC 135639,trop,0.0,A,A
"MINDANAO::IRGC 44642-2::[IRIS 313-11341]",IRIS 313-11341,IRGC 128110,ind3,0.0,A,A
"PODAO::IRGC 44701-1::[IRIS 313-11342]",IRIS 313-11342,,indx,0.0,A,A
"PURTOK (MALAGKIT)::IRGC 44707-2::[IRIS 313-11343]",IRIS 313-11343,IRGC 132263,ind3,0.0,A,A
"ARC 14860::IRGC 41793-2::[IRIS 313-11273]",IRIS 313-11273,IRGC 127962,indx,0.0,A,A
"WAGWAG::IRGC 44802-1::[IRIS 313-11345]",IRIS 313-11345,IRGC 127891,indx,0.0,A,A
"WAGWAG PUTI::IRGC 44804-2::[IRIS 313-11346]",IRIS 313-11346,IRGC 132371,ind1B,0.0,A,A
"WAGWAG RAOIS::IRGC 44805-1::[IRIS 313-11347]",IRIS 313-11347,IRGC 127892,indx,0.0,A,A
"AUS PADDY (RED)::IRGC 44978-1::[IRIS 313-11348]",IRIS 313-11348,IRGC 127192,aus,0.0,A,A
"BACHHAIKALMA::IRGC 45003-2::[IRIS 313-11349]",IRIS 313-11349,IRGC 127980,ind2,0.0,A,A
"BAJAL::IRGC 45024-2::[IRIS 313-11350]",IRIS 313-11350,IRGC 127983,aro,0.0,A,A
"BANCHI::IRGC 45055-2::[IRIS 313-11351]",IRIS 313-11351,IRGC 127986,ind2,0.0,A,A
